smiles,parent1_id,reaction_id,zinc_id,source,generation,parent2_id,compound_id,fitness
COc1ccc2nc(SC3CCCN(C(=O)CSc4nnc(-c5ccccc5)n4-c4ccc(C)cc4N[C@H](C)C(=O)NC(C)(C)C)C3C)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1,68.0,,,crossover,[2],70.0,71.0,0.42953198569728324
COC[C@@H](C)OC(=O)c1cc(C=O)c(O)cc1-c1cccc(C(=O)NC2CC2)c1,51.0,,,crossover,[2],74.0,72.0,-1.1339141425276225
CCCC(C)(C)Oc1ccc(OC)c(S(=O)(=O)NC(c2ccc(-n3c(SCC(=O)N4CCCC[C@H]4C)nnc3-c3ccccc3)cc2)c2ccccn2)c1,50.0,,,crossover,[2],21.0,73.0,0.49728834203709416
COc1ccccc1CNC(=S)N(Cc1ccc(Cn2cncn2)c(N[C@@H](C)C(=O)Nc2ccc(F)c(F)c2F)c1)C(=O)CC=Cc1ccc(C)cc1,69.0,,,crossover,[2],5.0,74.0,0.07159154432308767
COC[C@@H](C)OC(=O)c1ccccc1-c1nnc(SCC(=O)N2CCCC[C@H]2C)n1-c1ccc(C)cc1N[C@H](C)C(=O)NC(C)(C)C,70.0,,,crossover,[2],51.0,75.0,-1.100391335392804
COc1ccc2nc(Cl)c(C(C)N3CCN(c4nc(C)c(CC(C)C)c(C)n4)CC3)cc2c1,75.0,,,crossover,[2],84.0,76.0,0.1843033453147082
CN(CC(=O)Nc1cc(-c2cccc(C(=O)NC3CC3)c2)c(N2CCOCC2)cc1C=O)c1nc(C(F)(F)F)cs1,54.0,,,crossover,[2],82.0,77.0,-0.2851952672645561
COc1cc(-c2cc(NC(=O)N3CCCC3)cc(C(=O)NC3CC3)c2)ccc1C=O,78.0,,,crossover,[2],80.0,78.0,0.6403035601744085
COc1ccc2nc(Cl)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1S(=O)(=O)N[C@H](c1ccccc1)c1ccccn1,4.0,,,crossover,[2],36.0,79.0,0.5615569199971856
Cc1ccc(C=CCC(=O)NC(=O)c2ccc(Cn3cncn3)c(Cl)c2)cc1,73.0,,,crossover,[2],50.0,80.0,0.2595664742646029
CC[C@@H](C)CC(=O)N(C[C@H]1Cc2cccc(-c3ccncc3)c2O1)C(=S)Nc1ccc(F)c(OC)c1F,58.0,,,crossover,[2],5.0,81.0,-0.6470626281064669
COc1cc2cc(C(C)N3CCN(c4nc(C)c(CC(C)C)c(C)n4)CC3)c(Cl)nc2cc1C=O,39.0,,,crossover,[2],75.0,82.0,-0.4054934152418193
CC[C@@H](C)CC(=O)NC[C@H]1Cc2cccc(-c3ccncc3)c2O1,5.0,,,crossover,[2],87.0,83.0,-0.9651650057162048
COc1cccc([C@H]2[C@H](N3C(=O)c4ccccc4C3=O)C(=O)N2c2cccc(C(NC(=O)[C@H](C)c3ccsc3)C(F)(F)F)c2)c1,27.0,,,crossover,[2],48.0,84.0,-1.1666550542910126
COc1ccc2nc(Cl)c(CN(Cc3ccc(F)cc3)C(=O)C/C=C/c3ccc(C)cc3)cc2c1,46.0,,,crossover,"[2, 3, 4, 5]",36.0,85.0,2.5091192612358997
CCN1CC(NC(=O)c2ccc(OCc3nnnn3C(C)C)cc2)CN1C(=S)Nc1cccc2ccccc12,80.0,,,crossover,[2],65.0,86.0,-1.213085563187761
Cc1ccc(-n2c(SCC(=O)N3CCCC[C@H]3C)nnc2-c2ccccc2)c(COC(C)C)c1,84.0,,,crossover,[2],21.0,87.0,0.7507844749965309
O=Cc1ccc(-c2cccc(C(=O)NC3CC3)c2)cc1O,74.0,,,crossover,[2],27.0,88.0,0.49337073427271094
CCN1CC(NC(=O)c2ccc(OCc3nnnn3C(C)C)cc2C#N)CN1C(=S)Nc1cccc2ccccc12,29.0,,,crossover,[2],65.0,89.0,-1.7417876114893187
COc1ccc2nc(Cl)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1,,,,initial,"[0, 1, 2, 3, 4]",,36.0,1.6200808628501064
